path,label
train_2/561.wav,2
train_3/562.wav,3
train_0/563.wav,0
train_3/564.wav,3
train_1/565.wav,1
train_1/566.wav,1
train_1/567.wav,1
train_2/568.wav,2
train_1/569.wav,1
train_0/570.wav,0
train_3/571.wav,3
train_2/572.wav,2
train_1/573.wav,1
train_0/574.wav,0
train_1/575.wav,1
train_0/576.wav,0
train_2/577.wav,2
train_2/578.wav,2
train_2/579.wav,2
train_2/580.wav,2
train_0/581.wav,0
train_3/582.wav,3
train_2/583.wav,2
train_1/584.wav,1
train_3/585.wav,3
train_1/586.wav,1
train_1/587.wav,1
train_1/588.wav,1
train_3/589.wav,3
train_2/590.wav,2
train_0/591.wav,0
train_0/592.wav,0
train_0/593.wav,0
train_2/594.wav,2
train_3/595.wav,3
train_3/596.wav,3
train_2/597.wav,2
train_1/598.wav,1
train_1/599.wav,1
train_3/600.wav,3
train_2/601.wav,2
train_0/602.wav,0
train_1/603.wav,1
train_3/604.wav,3
train_1/605.wav,1
train_0/606.wav,0
train_1/607.wav,1
train_2/608.wav,2
train_1/609.wav,1
train_3/610.wav,3
train_3/611.wav,3
train_2/612.wav,2
train_2/613.wav,2
train_0/614.wav,0
train_3/615.wav,3
train_3/616.wav,3
train_1/617.wav,1
train_3/618.wav,3
train_3/619.wav,3
train_3/620.wav,3
train_0/621.wav,0
train_0/622.wav,0
train_0/623.wav,0
train_3/624.wav,3
train_3/625.wav,3
train_2/626.wav,2
train_0/627.wav,0
train_0/628.wav,0
train_0/629.wav,0
train_1/630.wav,1
train_2/631.wav,2
train_0/632.wav,0
train_3/633.wav,3
train_1/634.wav,1
train_3/635.wav,3
train_0/636.wav,0
train_0/637.wav,0
train_2/638.wav,2
train_1/639.wav,1
train_0/640.wav,0
train_0/641.wav,0
train_2/642.wav,2
train_0/643.wav,0
train_0/644.wav,0
train_3/645.wav,3
train_3/646.wav,3
train_0/647.wav,0
train_0/648.wav,0
train_0/649.wav,0
train_2/650.wav,2
train_3/651.wav,3
train_2/652.wav,2
train_1/653.wav,1
train_0/654.wav,0
train_3/655.wav,3
train_2/656.wav,2
train_1/657.wav,1
train_1/658.wav,1
train_1/659.wav,1
train_2/660.wav,2
train_0/661.wav,0
train_3/662.wav,3
train_0/663.wav,0
train_1/664.wav,1
train_0/665.wav,0
train_1/666.wav,1
train_0/667.wav,0
train_3/668.wav,3
train_3/669.wav,3
train_2/670.wav,2
train_3/671.wav,3
train_0/672.wav,0
train_2/673.wav,2
train_1/674.wav,1
train_3/675.wav,3
train_3/676.wav,3
train_0/677.wav,0
train_0/678.wav,0
train_0/679.wav,0
train_3/680.wav,3
train_1/681.wav,1
train_1/682.wav,1
train_1/683.wav,1
train_3/684.wav,3
train_0/685.wav,0
train_2/686.wav,2
train_0/687.wav,0
train_2/688.wav,2
train_2/689.wav,2
train_0/690.wav,0
train_3/691.wav,3
train_3/692.wav,3
train_0/693.wav,0
train_2/694.wav,2
train_1/695.wav,1
train_1/696.wav,1
train_2/697.wav,2
train_3/698.wav,3
train_0/699.wav,0
train_0/700.wav,0
train_3/701.wav,3
train_0/702.wav,0
train_2/703.wav,2
train_0/704.wav,0
train_2/705.wav,2
train_3/706.wav,3
train_1/707.wav,1
train_3/708.wav,3
train_2/709.wav,2
train_2/710.wav,2
train_0/711.wav,0
train_0/712.wav,0
train_1/713.wav,1
train_3/714.wav,3
train_3/715.wav,3
train_1/716.wav,1
train_3/717.wav,3
train_1/718.wav,1
train_2/719.wav,2
train_3/720.wav,3
train_0/721.wav,0
train_3/722.wav,3
train_2/723.wav,2
train_3/724.wav,3
train_2/725.wav,2
train_1/726.wav,1
train_2/727.wav,2
train_3/728.wav,3
train_2/729.wav,2
train_2/730.wav,2
train_2/731.wav,2
train_0/732.wav,0
train_1/733.wav,1
train_3/734.wav,3
train_3/735.wav,3
train_3/736.wav,3
train_1/737.wav,1
train_3/738.wav,3
train_2/739.wav,2
train_3/740.wav,3
train_0/741.wav,0
train_2/742.wav,2
train_3/743.wav,3
train_3/744.wav,3
train_1/745.wav,1
train_0/746.wav,0
train_3/747.wav,3
train_0/748.wav,0
train_3/749.wav,3
train_2/750.wav,2
train_2/751.wav,2
train_3/752.wav,3
train_2/753.wav,2
train_2/754.wav,2
train_1/755.wav,1
train_3/756.wav,3
train_0/757.wav,0
train_1/758.wav,1
train_0/759.wav,0
train_0/760.wav,0
train_2/761.wav,2
train_0/762.wav,0
train_1/763.wav,1
train_0/764.wav,0
train_1/765.wav,1
train_1/766.wav,1
train_2/767.wav,2
train_1/768.wav,1
train_1/769.wav,1
train_1/770.wav,1
train_3/771.wav,3
train_2/772.wav,2
train_3/773.wav,3
train_3/774.wav,3
train_0/775.wav,0
train_2/776.wav,2
train_3/777.wav,3
train_2/778.wav,2
train_1/779.wav,1
train_2/780.wav,2
train_3/781.wav,3
train_3/782.wav,3
train_3/783.wav,3
train_3/784.wav,3
train_2/785.wav,2
train_3/786.wav,3
train_2/787.wav,2
train_0/788.wav,0
train_3/789.wav,3
train_3/790.wav,3
train_1/791.wav,1
train_2/792.wav,2
train_0/793.wav,0
train_3/794.wav,3
train_1/795.wav,1
train_1/796.wav,1
train_1/797.wav,1
train_0/798.wav,0
train_1/799.wav,1
train_2/800.wav,2
train_2/801.wav,2
train_3/802.wav,3
train_3/803.wav,3
train_1/804.wav,1
train_3/805.wav,3
train_2/806.wav,2
train_2/807.wav,2
train_0/808.wav,0
train_0/809.wav,0
train_1/810.wav,1
train_3/811.wav,3
train_1/812.wav,1
train_2/813.wav,2
train_2/814.wav,2
train_1/815.wav,1
train_1/816.wav,1
train_1/817.wav,1
train_0/818.wav,0
train_3/819.wav,3
train_1/820.wav,1
train_1/821.wav,1
train_2/822.wav,2
train_3/823.wav,3
train_3/824.wav,3
train_3/825.wav,3
train_1/826.wav,1
train_1/827.wav,1
train_1/828.wav,1
train_2/829.wav,2
train_0/830.wav,0
train_3/831.wav,3
train_1/832.wav,1
train_3/833.wav,3
train_2/834.wav,2
train_3/835.wav,3
train_1/836.wav,1
train_3/837.wav,3
train_3/838.wav,3
train_1/839.wav,1
train_0/840.wav,0
train_3/841.wav,3
train_0/842.wav,0
train_2/843.wav,2
train_1/844.wav,1
train_1/845.wav,1
train_0/846.wav,0
train_0/847.wav,0
train_1/848.wav,1
train_0/849.wav,0
train_1/850.wav,1
train_1/851.wav,1
train_0/852.wav,0
train_3/853.wav,3
train_3/854.wav,3
train_3/855.wav,3
train_0/856.wav,0
train_3/857.wav,3
train_0/858.wav,0
train_2/859.wav,2
train_2/860.wav,2
train_2/861.wav,2
train_3/862.wav,3
train_2/863.wav,2
train_2/864.wav,2
train_1/865.wav,1
train_2/866.wav,2
train_0/867.wav,0
train_3/868.wav,3
train_2/869.wav,2
train_1/870.wav,1
train_3/871.wav,3
train_1/872.wav,1
train_3/873.wav,3
train_3/874.wav,3
train_0/875.wav,0
train_3/876.wav,3
train_1/877.wav,1
train_0/878.wav,0
train_2/879.wav,2
train_1/880.wav,1
train_2/881.wav,2
train_1/882.wav,1
train_3/883.wav,3
train_0/884.wav,0
train_3/885.wav,3
train_1/886.wav,1
train_3/887.wav,3
train_0/888.wav,0
train_3/889.wav,3
train_2/890.wav,2
train_1/891.wav,1
train_1/892.wav,1
train_3/893.wav,3
train_3/894.wav,3
train_1/895.wav,1
train_1/896.wav,1
train_3/897.wav,3
train_0/898.wav,0
train_0/899.wav,0
train_3/900.wav,3
train_0/901.wav,0
train_2/902.wav,2
train_2/903.wav,2
train_0/904.wav,0
train_0/905.wav,0
train_2/906.wav,2
train_1/907.wav,1
train_1/908.wav,1
train_3/909.wav,3
train_3/910.wav,3
train_2/911.wav,2
train_2/912.wav,2
train_1/913.wav,1
train_0/914.wav,0
train_2/915.wav,2
train_0/916.wav,0
train_1/917.wav,1
train_3/918.wav,3
train_2/919.wav,2
train_2/920.wav,2
train_0/921.wav,0
train_2/922.wav,2
train_2/923.wav,2
train_3/924.wav,3
train_3/925.wav,3
train_2/926.wav,2
train_2/927.wav,2
train_2/928.wav,2
train_3/929.wav,3
train_2/930.wav,2
train_3/931.wav,3
train_3/932.wav,3
train_1/933.wav,1
train_3/934.wav,3
train_0/935.wav,0
train_0/936.wav,0
train_2/937.wav,2
train_2/938.wav,2
train_0/939.wav,0
train_2/940.wav,2
train_0/941.wav,0
train_0/942.wav,0
train_2/943.wav,2
train_3/944.wav,3
train_2/945.wav,2
train_1/946.wav,1
train_2/947.wav,2
train_2/948.wav,2
train_1/949.wav,1
train_2/950.wav,2
train_1/951.wav,1
train_0/952.wav,0
train_2/953.wav,2
train_2/954.wav,2
train_1/955.wav,1
train_0/956.wav,0
train_3/957.wav,3
train_2/958.wav,2
train_0/959.wav,0
train_1/960.wav,1
train_1/961.wav,1
train_2/962.wav,2
train_0/963.wav,0
train_3/964.wav,3
train_0/965.wav,0
train_2/966.wav,2
train_0/967.wav,0
train_0/968.wav,0
train_0/969.wav,0
train_1/970.wav,1
train_1/971.wav,1
train_0/972.wav,0
train_2/973.wav,2
train_1/974.wav,1
train_3/975.wav,3
train_1/976.wav,1
train_1/977.wav,1
train_2/978.wav,2
train_2/979.wav,2
train_3/980.wav,3
train_2/981.wav,2
train_2/982.wav,2
train_3/983.wav,3
train_3/984.wav,3
train_1/985.wav,1
train_2/986.wav,2
train_3/987.wav,3
train_2/988.wav,2
train_0/989.wav,0
train_3/990.wav,3
train_2/991.wav,2
train_1/992.wav,1
train_1/993.wav,1
train_2/994.wav,2
train_0/995.wav,0
train_3/996.wav,3
train_1/997.wav,1
train_3/998.wav,3
train_1/999.wav,1
train_3/1000.wav,3
train_3/1001.wav,3
train_1/1002.wav,1
train_0/1003.wav,0
train_2/1004.wav,2
train_3/1005.wav,3
train_3/1006.wav,3
train_1/1007.wav,1
train_1/1008.wav,1
train_3/1009.wav,3
train_1/1010.wav,1
train_0/1011.wav,0
train_1/1012.wav,1
train_0/1013.wav,0
train_2/1014.wav,2
train_2/1015.wav,2
train_3/1016.wav,3
train_0/1017.wav,0
train_3/1018.wav,3
train_3/1019.wav,3
train_1/1020.wav,1
train_2/1021.wav,2
train_1/1022.wav,1
train_1/1023.wav,1
train_1/1024.wav,1
train_3/1025.wav,3
train_3/1026.wav,3
train_1/1027.wav,1
train_1/1028.wav,1
train_0/1029.wav,0
train_1/1030.wav,1
train_3/1031.wav,3
train_0/1032.wav,0
train_1/1033.wav,1
train_1/1034.wav,1
train_0/1035.wav,0
train_3/1036.wav,3
train_1/1037.wav,1
train_1/1038.wav,1
train_3/1039.wav,3
train_3/1040.wav,3
train_2/1041.wav,2
train_1/1042.wav,1
train_1/1043.wav,1
train_0/1044.wav,0
train_2/1045.wav,2
train_0/1046.wav,0
train_2/1047.wav,2
train_3/1048.wav,3
train_2/1049.wav,2
train_0/1050.wav,0
train_1/1051.wav,1
train_3/1052.wav,3
train_1/1053.wav,1
train_3/1054.wav,3
train_0/1055.wav,0
train_2/1056.wav,2
train_0/1057.wav,0
train_1/1058.wav,1
train_2/1059.wav,2
train_3/1060.wav,3
train_1/1061.wav,1
train_1/1062.wav,1
train_2/1063.wav,2
train_0/1064.wav,0
train_2/1065.wav,2
train_1/1066.wav,1
train_3/1067.wav,3
train_0/1068.wav,0
train_2/1069.wav,2
train_3/1070.wav,3
train_3/1071.wav,3
train_3/1072.wav,3
train_1/1073.wav,1
train_1/1074.wav,1
train_3/1075.wav,3
train_0/1076.wav,0
train_0/1077.wav,0
train_1/1078.wav,1
train_1/1079.wav,1
train_1/1080.wav,1
train_0/1081.wav,0
train_1/1082.wav,1
train_0/1083.wav,0
train_2/1084.wav,2
train_1/1085.wav,1
train_1/1086.wav,1
train_2/1087.wav,2
train_1/1088.wav,1
train_2/1089.wav,2
train_3/1090.wav,3
train_1/1091.wav,1
train_0/1092.wav,0
train_0/1093.wav,0
train_1/1094.wav,1
train_1/1095.wav,1
train_1/1096.wav,1
train_2/1097.wav,2
train_2/1098.wav,2
train_2/1099.wav,2
train_0/1100.wav,0
train_1/1101.wav,1
train_2/1102.wav,2
train_1/1103.wav,1
train_2/1104.wav,2
train_1/1105.wav,1
train_3/1106.wav,3
train_2/1107.wav,2
train_2/1108.wav,2
train_3/1109.wav,3
train_0/1110.wav,0
train_3/1111.wav,3
train_3/1112.wav,3
train_1/1113.wav,1
train_0/1114.wav,0
train_1/1115.wav,1
train_3/1116.wav,3
train_0/1117.wav,0
train_2/1118.wav,2
train_2/1119.wav,2
train_3/1120.wav,3
train_2/1121.wav,2
train_2/1122.wav,2
train_3/1123.wav,3
train_0/1124.wav,0
train_1/1125.wav,1
train_3/1126.wav,3
train_0/1127.wav,0
train_3/1128.wav,3
train_0/1129.wav,0
train_1/1130.wav,1
train_0/1131.wav,0
train_0/1132.wav,0
train_3/1133.wav,3
train_0/1134.wav,0
train_0/1135.wav,0
train_2/1136.wav,2
train_3/1137.wav,3
train_0/1138.wav,0
train_0/1139.wav,0
train_0/1140.wav,0
train_3/1141.wav,3
train_0/1142.wav,0
train_3/1143.wav,3
train_0/1144.wav,0
train_0/1145.wav,0
train_3/1146.wav,3
train_2/1147.wav,2
train_1/1148.wav,1
train_0/1149.wav,0
train_0/1150.wav,0
train_3/1151.wav,3
train_1/1152.wav,1
train_1/1153.wav,1
train_1/1154.wav,1
train_0/1155.wav,0
train_2/1156.wav,2
train_1/1157.wav,1
train_1/1158.wav,1
train_0/1159.wav,0
train_3/1160.wav,3
train_2/1161.wav,2
train_2/1162.wav,2
train_0/1163.wav,0
train_1/1164.wav,1
train_1/1165.wav,1
train_3/1166.wav,3
train_3/1167.wav,3
train_2/1168.wav,2
train_2/1169.wav,2
train_3/1170.wav,3
train_2/1171.wav,2
train_2/1172.wav,2
train_2/1173.wav,2
train_3/1174.wav,3
train_3/1175.wav,3
train_2/1176.wav,2
train_2/1177.wav,2
train_3/1178.wav,3
train_0/1179.wav,0
train_2/1180.wav,2
train_2/1181.wav,2
train_0/1182.wav,0
train_3/1183.wav,3
train_2/1184.wav,2
train_2/1185.wav,2
train_3/1186.wav,3
train_2/1187.wav,2
train_3/1188.wav,3
train_0/1189.wav,0
train_3/1190.wav,3
train_2/1191.wav,2
train_2/1192.wav,2
train_2/1193.wav,2
train_1/1194.wav,1
train_0/1195.wav,0
train_3/1196.wav,3
train_2/1197.wav,2
train_1/1198.wav,1
train_1/1199.wav,1
train_2/1200.wav,2
train_0/1201.wav,0
train_1/1202.wav,1
train_1/1203.wav,1
train_0/1204.wav,0
train_0/1205.wav,0
train_2/1206.wav,2
train_2/1207.wav,2
train_2/1208.wav,2
train_2/1209.wav,2
train_2/1210.wav,2
train_3/1211.wav,3
train_0/1212.wav,0
train_1/1213.wav,1
train_2/1214.wav,2
train_2/1215.wav,2
train_3/1216.wav,3
train_0/1217.wav,0
train_1/1218.wav,1
train_1/1219.wav,1
train_2/1220.wav,2
train_3/1221.wav,3
train_1/1222.wav,1
train_1/1223.wav,1
train_2/1224.wav,2
train_1/1225.wav,1
train_1/1226.wav,1
train_1/1227.wav,1
train_1/1228.wav,1
train_0/1229.wav,0
train_0/1230.wav,0
train_3/1231.wav,3
train_1/1232.wav,1
train_3/1233.wav,3
train_1/1234.wav,1
train_3/1235.wav,3
train_0/1236.wav,0
train_3/1237.wav,3
train_1/1238.wav,1
train_3/1239.wav,3
train_2/1240.wav,2
train_2/1241.wav,2
train_0/1242.wav,0
train_1/1243.wav,1
train_0/1244.wav,0
train_2/1245.wav,2
train_3/1246.wav,3
train_0/1247.wav,0
train_3/1248.wav,3
